662,17
663,10
664,11
665,5
666,9
667,1
668,0
669,1
670,4
671,14
672,6
673,7
674,14
675,4
676,12
677,3
678,8
679,1
680,6
681,1
682,7
683,2
684,1
685,3
686,32
687,36
688,13
689,0
690,1
691,4
692,6
693,1
694,2
695,9
696,4
697,1
698,7
699,1
700,4
701,9
702,16
703,4
704,2
705,15
706,6
707,7
708,5
709,20
710,3
711,1
712,7
713,16
714,2
715,3
716,0
717,11
718,4
719,3
720,3
721,8
722,5
723,4
724,12
725,3
726,7
727,5
728,8
729,4
730,4
731,0
732,20
733,15
734,2
735,8
736,3
737,1
738,6
739,1
740,28
741,11
742,15
743,7
744,3
745,1
746,2
747,7
748,16
749,8
750,4
751,8
752,2
753,15
754,48
755,2
756,4
757,4
758,1
759,8
760,0
761,18
762,26
763,10
764,2
765,7
766,2
767,7
768,2
769,2
770,20
771,2
772,4
773,14
774,13
775,15
776,6
777,9
778,2
779,8
780,3
781,2
782,14
783,1
784,4
785,14
786,7
787,5
788,7
789,4
790,4
791,10
792,11
793,5
794,5
795,3
796,1
797,2
798,4
799,5
800,5
801,4
802,6
803,1
804,2
805,7
806,45
807,21
808,6
809,8
810,3
811,12
812,3
813,9
814,3
815,5
816,3
817,5
818,1
819,14
820,7
821,2
822,13
823,7
824,3
825,5
826,5
827,6
828,1
829,5
830,3
831,6
832,10
833,6
834,9
835,8
836,18
837,7
838,5
839,2
840,1
841,5
842,3
843,12
844,7
845,11
846,4
847,4
848,3
849,11
850,14
851,6
852,7
853,1
854,10
855,26
856,6
857,7
858,15
859,8
860,2
861,5
862,4
863,7
864,6
865,6
866,29
867,4
868,3
869,6
870,21
871,14
872,4
873,2
874,7
875,3
876,2
877,3
878,2
879,13
880,14
881,4
882,5
883,7
884,8
885,1
886,7
887,0
888,1
889,2
890,8
891,19
892,6
893,9
894,13
895,14
896,5
897,2
898,13
899,24
900,0
901,1
902,5
903,2
904,5
905,3
906,8
907,19
908,4
909,15
910,2
911,20
912,10
913,11
914,3
915,1
916,15
917,7
918,2
919,7
920,2
921,16
922,4
923,2
924,6
925,5
926,4
927,1
928,4
929,4
930,1
931,1
932,3
933,11
934,6
935,10
936,6
937,0
938,4
939,7
940,9
941,1
942,8
943,4
944,2
945,3
946,1
947,10
948,1
949,12
950,5
951,8
952,1
953,2
954,8
955,3
956,5
957,4
958,1
959,2
960,1
961,16
962,5
963,3
964,2
965,2
966,9
967,1
968,3
969,12
970,3
971,5
972,28
973,7
974,6
975,0
976,6
977,2
978,8
979,4
980,4
981,9
982,7
983,1
984,12
985,6
986,3
987,4
988,1
989,6
990,3
991,1
992,1
993,12
994,9
995,0
996,3
997,10
998,15
999,18
1000,19
1001,8
1002,5
1003,11
1004,10
1005,20
1006,2
1007,4
1008,7
1009,2
1010,10
1011,4
1012,1
